cohort_month,dimension,first_value,m,metric,cohort_size,retention
2025-06-01,sku,advanced routine,12,same,1,0.00%
2025-07-01,sku,advanced routine,0,any,3,100.00%
2025-07-01,sku,advanced routine,0,same,3,100.00%
2025-07-01,sku,advanced routine,1,any,3,33.33%
2025-07-01,sku,advanced routine,1,same,3,0.00%
2025-07-01,sku,advanced routine,2,any,3,0.00%
2025-07-01,sku,advanced routine,2,same,3,0.00%
2025-07-01,sku,advanced routine,3,any,3,0.00%
2025-07-01,sku,advanced routine,3,same,3,0.00%
2025-07-01,sku,advanced routine,4,any,3,0.00%
2025-07-01,sku,advanced routine,4,same,3,0.00%
2025-07-01,sku,advanced routine,5,any,3,0.00%
2025-07-01,sku,advanced routine,5,same,3,0.00%
2025-07-01,sku,advanced routine,6,any,3,0.00%
2025-07-01,sku,advanced routine,6,same,3,0.00%
2025-07-01,sku,advanced routine,7,any,3,0.00%
2025-07-01,sku,advanced routine,7,same,3,0.00%
2025-07-01,sku,advanced routine,8,any,3,0.00%
2025-07-01,sku,advanced routine,8,same,3,0.00%
2025-07-01,sku,advanced routine,9,any,3,0.00%
2025-07-01,sku,advanced routine,9,same,3,0.00%
2025-07-01,sku,advanced routine,10,any,3,0.00%
2025-07-01,sku,advanced routine,10,same,3,0.00%
2025-07-01,sku,advanced routine,11,any,3,0.00%
2025-07-01,sku,advanced routine,11,same,3,0.00%
2025-07-01,sku,advanced routine,12,any,3,0.00%
2025-07-01,sku,advanced routine,12,same,3,0.00%
2025-04-01,sku,beard growth serum,0,any,2,100.00%
2025-04-01,sku,beard growth serum,0,same,2,100.00%
2025-04-01,sku,beard growth serum,1,any,2,50.00%
2025-04-01,sku,beard growth serum,1,same,2,0.00%
2025-04-01,sku,beard growth serum,2,any,2,50.00%
2025-04-01,sku,beard growth serum,2,same,2,0.00%
2025-04-01,sku,beard growth serum,3,any,2,100.00%
2025-04-01,sku,beard growth serum,3,same,2,0.00%
2025-04-01,sku,beard growth serum,4,any,2,0.00%
2025-04-01,sku,beard growth serum,4,same,2,0.00%
2025-04-01,sku,beard growth serum,5,any,2,0.00%
2025-04-01,sku,beard growth serum,5,same,2,0.00%
2025-04-01,sku,beard growth serum,6,any,2,0.00%
2025-04-01,sku,beard growth serum,6,same,2,0.00%
2025-04-01,sku,beard growth serum,7,any,2,0.00%
2025-04-01,sku,beard growth serum,7,same,2,0.00%
2025-04-01,sku,beard growth serum,8,any,2,0.00%
2025-04-01,sku,beard growth serum,8,same,2,0.00%
2025-04-01,sku,beard growth serum,9,any,2,0.00%
2025-04-01,sku,beard growth serum,9,same,2,0.00%
2025-04-01,sku,beard growth serum,10,any,2,0.00%
2025-04-01,sku,beard growth serum,10,same,2,0.00%
2025-04-01,sku,beard growth serum,11,any,2,0.00%
2025-04-01,sku,beard growth serum,11,same,2,0.00%
2025-04-01,sku,beard growth serum,12,any,2,0.00%
2025-04-01,sku,beard growth serum,12,same,2,0.00%
2025-06-01,sku,beard growth serum,0,any,1,100.00%
2025-06-01,sku,beard growth serum,0,same,1,100.00%
2025-06-01,sku,beard growth serum,1,any,1,0.00%
2025-06-01,sku,beard growth serum,1,same,1,0.00%
2025-06-01,sku,beard growth serum,2,any,1,0.00%
2025-06-01,sku,beard growth serum,2,same,1,0.00%
2025-06-01,sku,beard growth serum,3,any,1,0.00%
2025-06-01,sku,beard growth serum,3,same,1,0.00%
2025-06-01,sku,beard growth serum,4,any,1,0.00%
2025-06-01,sku,beard growth serum,4,same,1,0.00%
2025-06-01,sku,beard growth serum,5,any,1,0.00%
2025-06-01,sku,beard growth serum,5,same,1,0.00%
2025-06-01,sku,beard growth serum,6,any,1,0.00%
2025-06-01,sku,beard growth serum,6,same,1,0.00%
2025-06-01,sku,beard growth serum,7,any,1,0.00%
2025-06-01,sku,beard growth serum,7,same,1,0.00%
2025-06-01,sku,beard growth serum,8,any,1,0.00%
2025-06-01,sku,beard growth serum,8,same,1,0.00%
2025-06-01,sku,beard growth serum,9,any,1,0.00%
2025-06-01,sku,beard growth serum,9,same,1,0.00%
2025-06-01,sku,beard growth serum,10,any,1,0.00%
2025-06-01,sku,beard growth serum,10,same,1,0.00%
2025-06-01,sku,beard growth serum,11,any,1,0.00%
2025-06-01,sku,beard growth serum,11,same,1,0.00%
2025-06-01,sku,beard growth serum,12,any,1,0.00%
2025-06-01,sku,beard growth serum,12,same,1,0.00%
2025-07-01,sku,beard growth serum,0,any,2,100.00%
2025-07-01,sku,beard growth serum,0,same,2,100.00%
2025-07-01,sku,beard growth serum,1,any,2,50.00%
2025-07-01,sku,beard growth serum,1,same,2,0.00%
2025-07-01,sku,beard growth serum,2,any,2,0.00%
2025-07-01,sku,beard growth serum,2,same,2,0.00%
2025-07-01,sku,beard growth serum,3,any,2,0.00%
2025-07-01,sku,beard growth serum,3,same,2,0.00%
2025-07-01,sku,beard growth serum,4,any,2,0.00%
2025-07-01,sku,beard growth serum,4,same,2,0.00%
2025-07-01,sku,beard growth serum,5,any,2,0.00%
2025-07-01,sku,beard growth serum,5,same,2,0.00%
2025-07-01,sku,beard growth serum,6,any,2,0.00%
2025-07-01,sku,beard growth serum,6,same,2,0.00%
2025-07-01,sku,beard growth serum,7,any,2,0.00%
2025-07-01,sku,beard growth serum,7,same,2,0.00%
2025-07-01,sku,beard growth serum,8,any,2,0.00%
2025-07-01,sku,beard growth serum,8,same,2,0.00%
2025-07-01,sku,beard growth serum,9,any,2,0.00%
2025-07-01,sku,beard growth serum,9,same,2,0.00%
2025-07-01,sku,beard growth serum,10,any,2,0.00%
2025-07-01,sku,beard growth serum,10,same,2,0.00%
2025-07-01,sku,beard growth serum,11,any,2,0.00%
2025-07-01,sku,beard growth serum,11,same,2,0.00%
2025-07-01,sku,beard growth serum,12,any,2,0.00%
2025-07-01,sku,beard growth serum,12,same,2,0.00%
2025-04-01,sku,cleanser,0,any,1,100.00%
2025-04-01,sku,cleanser,0,same,1,100.00%
2025-04-01,sku,cleanser,1,any,1,0.00%
2025-04-01,sku,cleanser,1,same,1,0.00%
2025-04-01,sku,cleanser,2,any,1,0.00%
2025-04-01,sku,cleanser,2,same,1,0.00%
2025-04-01,sku,cleanser,3,any,1,0.00%
2025-04-01,sku,cleanser,3,same,1,0.00%
2025-04-01,sku,cleanser,4,any,1,0.00%
2025-04-01,sku,cleanser,4,same,1,0.00%
2025-04-01,sku,cleanser,5,any,1,0.00%
2025-04-01,sku,cleanser,5,same,1,0.00%
2025-04-01,sku,cleanser,6,any,1,0.00%
2025-04-01,sku,cleanser,6,same,1,0.00%
2025-04-01,sku,cleanser,7,any,1,0.00%
2025-04-01,sku,cleanser,7,same,1,0.00%
2025-04-01,sku,cleanser,8,any,1,0.00%
2025-04-01,sku,cleanser,8,same,1,0.00%
2025-04-01,sku,cleanser,9,any,1,0.00%
2025-04-01,sku,cleanser,9,same,1,0.00%
2025-04-01,sku,cleanser,10,any,1,0.00%
2025-04-01,sku,cleanser,10,same,1,0.00%
2025-04-01,sku,cleanser,11,any,1,0.00%
2025-04-01,sku,cleanser,11,same,1,0.00%
2025-04-01,sku,cleanser,12,any,1,0.00%
2025-04-01,sku,cleanser,12,same,1,0.00%
2025-07-01,sku,cleanser,0,any,1,100.00%
2025-07-01,sku,cleanser,0,same,1,100.00%
2025-07-01,sku,cleanser,1,any,1,0.00%
2025-07-01,sku,cleanser,1,same,1,0.00%
2025-07-01,sku,cleanser,2,any,1,0.00%
2025-07-01,sku,cleanser,2,same,1,0.00%
2025-07-01,sku,cleanser,3,any,1,0.00%
2025-07-01,sku,cleanser,3,same,1,0.00%
2025-07-01,sku,cleanser,4,any,1,0.00%
2025-07-01,sku,cleanser,4,same,1,0.00%
2025-07-01,sku,cleanser,5,any,1,0.00%
2025-07-01,sku,cleanser,5,same,1,0.00%
2025-07-01,sku,cleanser,6,any,1,0.00%
2025-07-01,sku,cleanser,6,same,1,0.00%
2025-07-01,sku,cleanser,7,any,1,0.00%
2025-07-01,sku,cleanser,7,same,1,0.00%
2025-07-01,sku,cleanser,8,any,1,0.00%
2025-07-01,sku,cleanser,8,same,1,0.00%
2025-07-01,sku,cleanser,9,any,1,0.00%
2025-07-01,sku,cleanser,9,same,1,0.00%
2025-07-01,sku,cleanser,10,any,1,0.00%
2025-07-01,sku,cleanser,10,same,1,0.00%
2025-07-01,sku,cleanser,11,any,1,0.00%
2025-07-01,sku,cleanser,11,same,1,0.00%
2025-07-01,sku,cleanser,12,any,1,0.00%
2025-07-01,sku,cleanser,12,same,1,0.00%
2024-11-01,sku,delay spray,0,any,1,100.00%
2024-11-01,sku,delay spray,0,same,1,100.00%
2024-11-01,sku,delay spray,1,any,1,0.00%
2024-11-01,sku,delay spray,1,same,1,0.00%
2024-11-01,sku,delay spray,2,any,1,0.00%
2024-11-01,sku,delay spray,2,same,1,0.00%
2024-11-01,sku,delay spray,3,any,1,0.00%
2024-11-01,sku,delay spray,3,same,1,0.00%
2024-11-01,sku,delay spray,4,any,1,0.00%
2024-11-01,sku,delay spray,4,same,1,0.00%
2024-11-01,sku,delay spray,5,any,1,0.00%
2024-11-01,sku,delay spray,5,same,1,0.00%
2024-11-01,sku,delay spray,6,any,1,0.00%
2024-11-01,sku,delay spray,6,same,1,0.00%
2024-11-01,sku,delay spray,7,any,1,100.00%
2024-11-01,sku,delay spray,7,same,1,100.00%
2024-11-01,sku,delay spray,8,any,1,0.00%
2024-11-01,sku,delay spray,8,same,1,0.00%
2024-11-01,sku,delay spray,9,any,1,0.00%
2024-11-01,sku,delay spray,9,same,1,0.00%
2024-11-01,sku,delay spray,10,any,1,0.00%
2024-11-01,sku,delay spray,10,same,1,0.00%
2024-11-01,sku,delay spray,11,any,1,0.00%
2024-11-01,sku,delay spray,11,same,1,0.00%
2024-11-01,sku,delay spray,12,any,1,0.00%
2024-11-01,sku,delay spray,12,same,1,0.00%
2025-01-01,sku,delay spray,0,any,3,100.00%
2025-01-01,sku,delay spray,0,same,3,100.00%
2025-01-01,sku,delay spray,1,any,3,0.00%
2025-01-01,sku,delay spray,1,same,3,0.00%
2025-01-01,sku,delay spray,2,any,3,0.00%
2025-01-01,sku,delay spray,2,same,3,0.00%
2025-01-01,sku,delay spray,3,any,3,0.00%
2025-01-01,sku,delay spray,3,same,3,0.00%
2025-01-01,sku,delay spray,4,any,3,0.00%
2025-01-01,sku,delay spray,4,same,3,0.00%
2025-01-01,sku,delay spray,5,any,3,0.00%
2025-01-01,sku,delay spray,5,same,3,0.00%
2025-01-01,sku,delay spray,6,any,3,0.00%
2025-01-01,sku,delay spray,6,same,3,0.00%
2025-01-01,sku,delay spray,7,any,3,0.00%
2025-01-01,sku,delay spray,7,same,3,0.00%
2025-01-01,sku,delay spray,8,any,3,0.00%
2025-01-01,sku,delay spray,8,same,3,0.00%
2025-01-01,sku,delay spray,9,any,3,0.00%
2025-01-01,sku,delay spray,9,same,3,0.00%
2025-01-01,sku,delay spray,10,any,3,0.00%
2025-01-01,sku,delay spray,10,same,3,0.00%
2025-01-01,sku,delay spray,11,any,3,0.00%
2025-01-01,sku,delay spray,11,same,3,0.00%
2025-01-01,sku,delay spray,12,any,3,0.00%
2025-01-01,sku,delay spray,12,same,3,0.00%
2025-04-01,sku,delay spray,0,any,1,100.00%
2025-04-01,sku,delay spray,0,same,1,100.00%
2025-04-01,sku,delay spray,1,any,1,0.00%
2025-04-01,sku,delay spray,1,same,1,0.00%
2025-04-01,sku,delay spray,2,any,1,0.00%
2025-04-01,sku,delay spray,2,same,1,0.00%
2025-04-01,sku,delay spray,3,any,1,0.00%
2025-04-01,sku,delay spray,3,same,1,0.00%
2025-04-01,sku,delay spray,4,any,1,0.00%
2025-04-01,sku,delay spray,4,same,1,0.00%
2025-04-01,sku,delay spray,5,any,1,0.00%
2025-04-01,sku,delay spray,5,same,1,0.00%
2025-04-01,sku,delay spray,6,any,1,0.00%
2025-04-01,sku,delay spray,6,same,1,0.00%
2025-04-01,sku,delay spray,7,any,1,0.00%
2025-04-01,sku,delay spray,7,same,1,0.00%
2025-04-01,sku,delay spray,8,any,1,0.00%
2025-04-01,sku,delay spray,8,same,1,0.00%
2025-04-01,sku,delay spray,9,any,1,0.00%
2025-04-01,sku,delay spray,9,same,1,0.00%
2025-04-01,sku,delay spray,10,any,1,0.00%
2025-04-01,sku,delay spray,10,same,1,0.00%
2025-04-01,sku,delay spray,11,any,1,0.00%
2025-04-01,sku,delay spray,11,same,1,0.00%
2025-04-01,sku,delay spray,12,any,1,0.00%
2025-04-01,sku,delay spray,12,same,1,0.00%
2025-06-01,sku,delay spray,0,any,3,100.00%
2025-06-01,sku,delay spray,0,same,3,100.00%
2025-06-01,sku,delay spray,1,any,3,33.33%
2025-06-01,sku,delay spray,1,same,3,0.00%
2025-06-01,sku,delay spray,2,any,3,0.00%
2025-06-01,sku,delay spray,2,same,3,0.00%
2025-06-01,sku,delay spray,3,any,3,0.00%
2025-06-01,sku,delay spray,3,same,3,0.00%
2025-06-01,sku,delay spray,4,any,3,0.00%
2025-06-01,sku,delay spray,4,same,3,0.00%
2025-06-01,sku,delay spray,5,any,3,0.00%
2025-06-01,sku,delay spray,5,same,3,0.00%
2025-06-01,sku,delay spray,6,any,3,0.00%
2025-06-01,sku,delay spray,6,same,3,0.00%
2025-06-01,sku,delay spray,7,any,3,0.00%
2025-06-01,sku,delay spray,7,same,3,0.00%
2025-06-01,sku,delay spray,8,any,3,0.00%
2025-06-01,sku,delay spray,8,same,3,0.00%
2025-06-01,sku,delay spray,9,any,3,0.00%
2025-06-01,sku,delay spray,9,same,3,0.00%
2025-06-01,sku,delay spray,10,any,3,0.00%
2025-06-01,sku,delay spray,10,same,3,0.00%
2025-06-01,sku,delay spray,11,any,3,0.00%
2025-06-01,sku,delay spray,11,same,3,0.00%
2025-06-01,sku,delay spray,12,any,3,0.00%
2025-06-01,sku,delay spray,12,same,3,0.00%
2025-07-01,sku,delay spray,0,any,3,100.00%
2025-07-01,sku,delay spray,0,same,3,100.00%
2025-07-01,sku,delay spray,1,any,3,0.00%
2025-07-01,sku,delay spray,1,same,3,0.00%
2025-07-01,sku,delay spray,2,any,3,0.00%
2025-07-01,sku,delay spray,2,same,3,0.00%
2025-07-01,sku,delay spray,3,any,3,0.00%
2025-07-01,sku,delay spray,3,same,3,0.00%
2025-07-01,sku,delay spray,4,any,3,0.00%
2025-07-01,sku,delay spray,4,same,3,0.00%
2025-07-01,sku,delay spray,5,any,3,0.00%
2025-07-01,sku,delay spray,5,same,3,0.00%
2025-07-01,sku,delay spray,6,any,3,0.00%
2025-07-01,sku,delay spray,6,same,3,0.00%
2025-07-01,sku,delay spray,7,any,3,0.00%
2025-07-01,sku,delay spray,7,same,3,0.00%
2025-07-01,sku,delay spray,8,any,3,0.00%
2025-07-01,sku,delay spray,8,same,3,0.00%
2025-07-01,sku,delay spray,9,any,3,0.00%
2025-07-01,sku,delay spray,9,same,3,0.00%
2025-07-01,sku,delay spray,10,any,3,0.00%
2025-07-01,sku,delay spray,10,same,3,0.00%
2025-07-01,sku,delay spray,11,any,3,0.00%
2025-07-01,sku,delay spray,11,same,3,0.00%
2025-07-01,sku,delay spray,12,any,3,0.00%
2025-07-01,sku,delay spray,12,same,3,0.00%
2024-12-01,sku,essential boost,0,any,1,100.00%
2024-12-01,sku,essential boost,0,same,1,100.00%
2024-12-01,sku,essential boost,1,any,1,0.00%
2024-12-01,sku,essential boost,1,same,1,0.00%
2024-12-01,sku,essential boost,2,any,1,0.00%
2024-12-01,sku,essential boost,2,same,1,0.00%
2024-12-01,sku,essential boost,3,any,1,0.00%
2024-12-01,sku,essential boost,3,same,1,0.00%
2024-12-01,sku,essential boost,4,any,1,0.00%
2024-12-01,sku,essential boost,4,same,1,0.00%
2024-12-01,sku,essential boost,5,any,1,0.00%
2024-12-01,sku,essential boost,5,same,1,0.00%
2024-12-01,sku,essential boost,6,any,1,0.00%
2024-12-01,sku,essential boost,6,same,1,0.00%
2024-12-01,sku,essential boost,7,any,1,0.00%
2024-12-01,sku,essential boost,7,same,1,0.00%
2024-12-01,sku,essential boost,8,any,1,0.00%
2024-12-01,sku,essential boost,8,same,1,0.00%
2024-12-01,sku,essential boost,9,any,1,0.00%
2024-12-01,sku,essential boost,9,same,1,0.00%
2024-12-01,sku,essential boost,10,any,1,0.00%
2024-12-01,sku,essential boost,10,same,1,0.00%
2024-12-01,sku,essential boost,11,any,1,0.00%
2024-12-01,sku,essential boost,11,same,1,0.00%
2024-12-01,sku,essential boost,12,any,1,0.00%
2024-12-01,sku,essential boost,12,same,1,0.00%
2025-01-01,sku,essential boost,0,any,1,100.00%
2025-01-01,sku,essential boost,0,same,1,100.00%
2025-01-01,sku,essential boost,1,any,1,100.00%
2025-01-01,sku,essential boost,1,same,1,100.00%
2025-01-01,sku,essential boost,2,any,1,100.00%
2025-01-01,sku,essential boost,2,same,1,100.00%
2025-01-01,sku,essential boost,3,any,1,100.00%
2025-01-01,sku,essential boost,3,same,1,100.00%
2025-01-01,sku,essential boost,4,any,1,0.00%
2025-01-01,sku,essential boost,4,same,1,0.00%
2025-01-01,sku,essential boost,5,any,1,0.00%
2025-01-01,sku,essential boost,5,same,1,0.00%
2025-01-01,sku,essential boost,6,any,1,0.00%
2025-01-01,sku,essential boost,6,same,1,0.00%
2025-01-01,sku,essential boost,7,any,1,100.00%
2025-01-01,sku,essential boost,7,same,1,100.00%
2025-01-01,sku,essential boost,8,any,1,0.00%
2025-01-01,sku,essential boost,8,same,1,0.00%
2025-01-01,sku,essential boost,9,any,1,0.00%
2025-01-01,sku,essential boost,9,same,1,0.00%
2025-01-01,sku,essential boost,10,any,1,0.00%
2025-01-01,sku,essential boost,10,same,1,0.00%
2025-01-01,sku,essential boost,11,any,1,0.00%
2025-01-01,sku,essential boost,11,same,1,0.00%
2025-01-01,sku,essential boost,12,any,1,0.00%
2025-01-01,sku,essential boost,12,same,1,0.00%
2025-02-01,sku,essential boost,0,any,2,100.00%
2025-02-01,sku,essential boost,0,same,2,100.00%
2025-02-01,sku,essential boost,1,any,2,100.00%
2025-02-01,sku,essential boost,1,same,2,100.00%
2025-02-01,sku,essential boost,2,any,2,50.00%
2025-02-01,sku,essential boost,2,same,2,50.00%
2025-02-01,sku,essential boost,3,any,2,50.00%
2025-02-01,sku,essential boost,3,same,2,50.00%
2025-02-01,sku,essential boost,4,any,2,0.00%
2025-02-01,sku,essential boost,4,same,2,0.00%
2025-02-01,sku,essential boost,5,any,2,0.00%
2025-02-01,sku,essential boost,5,same,2,0.00%
2025-02-01,sku,essential boost,6,any,2,0.00%
2025-02-01,sku,essential boost,6,same,2,0.00%
2025-02-01,sku,essential boost,7,any,2,0.00%
2025-02-01,sku,essential boost,7,same,2,0.00%
2025-02-01,sku,essential boost,8,any,2,0.00%
2025-02-01,sku,essential boost,8,same,2,0.00%
2025-02-01,sku,essential boost,9,any,2,0.00%
2025-02-01,sku,essential boost,9,same,2,0.00%
2025-02-01,sku,essential boost,10,any,2,0.00%
2025-02-01,sku,essential boost,10,same,2,0.00%
2025-02-01,sku,essential boost,11,any,2,0.00%
2025-02-01,sku,essential boost,11,same,2,0.00%
2025-02-01,sku,essential boost,12,any,2,0.00%
2025-02-01,sku,essential boost,12,same,2,0.00%
2025-03-01,sku,essential boost,0,any,9,100.00%
2025-03-01,sku,essential boost,0,same,9,100.00%
2025-03-01,sku,essential boost,1,any,9,33.33%
2025-03-01,sku,essential boost,1,same,9,33.33%
2025-03-01,sku,essential boost,2,any,9,44.44%
2025-03-01,sku,essential boost,2,same,9,44.44%
2025-03-01,sku,essential boost,3,any,9,33.33%
2025-03-01,sku,essential boost,3,same,9,33.33%
2025-03-01,sku,essential boost,4,any,9,22.22%
2025-03-01,sku,essential boost,4,same,9,22.22%
2025-03-01,sku,essential boost,5,any,9,0.00%
2025-03-01,sku,essential boost,5,same,9,0.00%
2025-03-01,sku,essential boost,6,any,9,0.00%
2025-03-01,sku,essential boost,6,same,9,0.00%
2025-03-01,sku,essential boost,7,any,9,0.00%
2025-03-01,sku,essential boost,7,same,9,0.00%
2025-03-01,sku,essential boost,8,any,9,0.00%
2025-03-01,sku,essential boost,8,same,9,0.00%
2025-03-01,sku,essential boost,9,any,9,0.00%
2025-03-01,sku,essential boost,9,same,9,0.00%
2025-03-01,sku,essential boost,10,any,9,0.00%
2025-03-01,sku,essential boost,10,same,9,0.00%
2025-03-01,sku,essential boost,11,any,9,0.00%
2025-03-01,sku,essential boost,11,same,9,0.00%
2025-03-01,sku,essential boost,12,any,9,0.00%
2025-03-01,sku,essential boost,12,same,9,0.00%
2025-04-01,sku,essential boost,0,any,16,100.00%
2025-04-01,sku,essential boost,0,same,16,100.00%
2025-04-01,sku,essential boost,1,any,16,37.50%
2025-04-01,sku,essential boost,1,same,16,37.50%
2025-04-01,sku,essential boost,2,any,16,43.75%
2025-04-01,sku,essential boost,2,same,16,37.50%
2025-04-01,sku,essential boost,3,any,16,56.25%
2025-04-01,sku,essential boost,3,same,16,56.25%
2025-04-01,sku,essential boost,4,any,16,12.50%
2025-04-01,sku,essential boost,4,same,16,12.50%
2025-04-01,sku,essential boost,5,any,16,0.00%
2025-04-01,sku,essential boost,5,same,16,0.00%
2025-04-01,sku,essential boost,6,any,16,0.00%
2025-04-01,sku,essential boost,6,same,16,0.00%
2025-04-01,sku,essential boost,7,any,16,0.00%
2025-04-01,sku,essential boost,7,same,16,0.00%
2025-04-01,sku,essential boost,8,any,16,0.00%
2025-04-01,sku,essential boost,8,same,16,0.00%
2025-04-01,sku,essential boost,9,any,16,0.00%
2025-04-01,sku,essential boost,9,same,16,0.00%
2025-04-01,sku,essential boost,10,any,16,0.00%
2025-04-01,sku,essential boost,10,same,16,0.00%
2025-04-01,sku,essential boost,11,any,16,0.00%
2025-04-01,sku,essential boost,11,same,16,0.00%
2025-04-01,sku,essential boost,12,any,16,0.00%
2025-04-01,sku,essential boost,12,same,16,0.00%
2025-05-01,sku,essential boost,0,any,12,100.00%
2025-05-01,sku,essential boost,0,same,12,100.00%
2025-05-01,sku,essential boost,1,any,12,41.67%
2025-05-01,sku,essential boost,1,same,12,25.00%
2025-05-01,sku,essential boost,2,any,12,75.00%
2025-05-01,sku,essential boost,2,same,12,50.00%
2025-05-01,sku,essential boost,3,any,12,16.67%
2025-05-01,sku,essential boost,3,same,12,16.67%
2025-05-01,sku,essential boost,4,any,12,0.00%
2025-05-01,sku,essential boost,4,same,12,0.00%
2025-05-01,sku,essential boost,5,any,12,0.00%
2025-05-01,sku,essential boost,5,same,12,0.00%
2025-05-01,sku,essential boost,6,any,12,0.00%
2025-05-01,sku,essential boost,6,same,12,0.00%
2025-05-01,sku,essential boost,7,any,12,0.00%
2025-05-01,sku,essential boost,7,same,12,0.00%
2025-05-01,sku,essential boost,8,any,12,0.00%
2025-05-01,sku,essential boost,8,same,12,0.00%
2025-05-01,sku,essential boost,9,any,12,0.00%
2025-05-01,sku,essential boost,9,same,12,0.00%
2025-05-01,sku,essential boost,10,any,12,0.00%
2025-05-01,sku,essential boost,10,same,12,0.00%
2025-05-01,sku,essential boost,11,any,12,0.00%
2025-05-01,sku,essential boost,11,same,12,0.00%
2025-05-01,sku,essential boost,12,any,12,0.00%
2025-05-01,sku,essential boost,12,same,12,0.00%
2025-06-01,sku,essential boost,0,any,9,100.00%
2025-06-01,sku,essential boost,0,same,9,100.00%
2025-06-01,sku,essential boost,1,any,9,55.56%
2025-06-01,sku,essential boost,1,same,9,33.33%
2025-06-01,sku,essential boost,2,any,9,22.22%
2025-06-01,sku,essential boost,2,same,9,22.22%
2025-06-01,sku,essential boost,3,any,9,0.00%
2025-06-01,sku,essential boost,3,same,9,0.00%
2025-06-01,sku,essential boost,4,any,9,0.00%
2025-06-01,sku,essential boost,4,same,9,0.00%
2025-06-01,sku,essential boost,5,any,9,0.00%
2025-06-01,sku,essential boost,5,same,9,0.00%
2025-06-01,sku,essential boost,6,any,9,0.00%
2025-06-01,sku,essential boost,6,same,9,0.00%
2025-06-01,sku,essential boost,7,any,9,0.00%
2025-06-01,sku,essential boost,7,same,9,0.00%
2025-06-01,sku,essential boost,8,any,9,0.00%
2025-06-01,sku,essential boost,8,same,9,0.00%
2025-06-01,sku,essential boost,9,any,9,0.00%
2025-06-01,sku,essential boost,9,same,9,0.00%
2025-06-01,sku,essential boost,10,any,9,0.00%
2025-06-01,sku,essential boost,10,same,9,0.00%
2025-06-01,sku,essential boost,11,any,9,0.00%
2025-06-01,sku,essential boost,11,same,9,0.00%
2025-06-01,sku,essential boost,12,any,9,0.00%
2025-06-01,sku,essential boost,12,same,9,0.00%
2025-07-01,sku,essential boost,0,any,13,100.00%
2025-07-01,sku,essential boost,0,same,13,100.00%
2025-07-01,sku,essential boost,1,any,13,15.38%
2025-07-01,sku,essential boost,1,same,13,15.38%
2025-07-01,sku,essential boost,2,any,13,0.00%
2025-07-01,sku,essential boost,2,same,13,0.00%
2025-07-01,sku,essential boost,3,any,13,0.00%
2025-07-01,sku,essential boost,3,same,13,0.00%
2025-07-01,sku,essential boost,4,any,13,0.00%
2025-07-01,sku,essential boost,4,same,13,0.00%
2025-07-01,sku,essential boost,5,any,13,0.00%
2025-07-01,sku,essential boost,5,same,13,0.00%
2025-07-01,sku,essential boost,6,any,13,0.00%
2025-07-01,sku,essential boost,6,same,13,0.00%
2025-07-01,sku,essential boost,7,any,13,0.00%
2025-07-01,sku,essential boost,7,same,13,0.00%
2025-07-01,sku,essential boost,8,any,13,0.00%
2025-07-01,sku,essential boost,8,same,13,0.00%
2025-07-01,sku,essential boost,9,any,13,0.00%
2025-07-01,sku,essential boost,9,same,13,0.00%
2025-07-01,sku,essential boost,10,any,13,0.00%
2025-07-01,sku,essential boost,10,same,13,0.00%
2025-07-01,sku,essential boost,11,any,13,0.00%
2025-07-01,sku,essential boost,11,same,13,0.00%
2025-07-01,sku,essential boost,12,any,13,0.00%
2025-07-01,sku,essential boost,12,same,13,0.00%
2025-08-01,sku,essential boost,0,any,6,100.00%
2025-08-01,sku,essential boost,0,same,6,100.00%
2025-08-01,sku,essential boost,1,any,6,0.00%
2025-08-01,sku,essential boost,1,same,6,0.00%
2025-08-01,sku,essential boost,2,any,6,0.00%
2025-08-01,sku,essential boost,2,same,6,0.00%
2025-08-01,sku,essential boost,3,any,6,0.00%
2025-08-01,sku,essential boost,3,same,6,0.00%
2025-08-01,sku,essential boost,4,any,6,0.00%
2025-08-01,sku,essential boost,4,same,6,0.00%
2025-08-01,sku,essential boost,5,any,6,0.00%
2025-08-01,sku,essential boost,5,same,6,0.00%
2025-08-01,sku,essential boost,6,any,6,0.00%
2025-08-01,sku,essential boost,6,same,6,0.00%
2025-08-01,sku,essential boost,7,any,6,0.00%
2025-08-01,sku,essential boost,7,same,6,0.00%
2025-08-01,sku,essential boost,8,any,6,0.00%
2025-08-01,sku,essential boost,8,same,6,0.00%
2025-08-01,sku,essential boost,9,any,6,0.00%
2025-08-01,sku,essential boost,9,same,6,0.00%
2025-08-01,sku,essential boost,10,any,6,0.00%
2025-08-01,sku,essential boost,10,same,6,0.00%
2025-08-01,sku,essential boost,11,any,6,0.00%
2025-08-01,sku,essential boost,11,same,6,0.00%
2025-08-01,sku,essential boost,12,any,6,0.00%
2025-08-01,sku,essential boost,12,same,6,0.00%
2025-01-01,sku,essential routine,0,any,2,100.00%
2025-01-01,sku,essential routine,0,same,2,100.00%
2025-01-01,sku,essential routine,1,any,2,0.00%
2025-01-01,sku,essential routine,1,same,2,0.00%
2025-01-01,sku,essential routine,2,any,2,50.00%
2025-01-01,sku,essential routine,2,same,2,50.00%
2025-01-01,sku,essential routine,3,any,2,0.00%
2025-01-01,sku,essential routine,3,same,2,0.00%
2025-01-01,sku,essential routine,4,any,2,0.00%
