cohort_month,dimension,first_value,m,metric,cohort_size,retention
2025-06-01,category,pom hl,4,any,40,0.00%
2025-06-01,category,pom hl,4,same,40,0.00%
2025-06-01,category,pom hl,5,any,40,0.00%
2025-06-01,category,pom hl,5,same,40,0.00%
2025-06-01,category,pom hl,6,any,40,0.00%
2025-06-01,category,pom hl,6,same,40,0.00%
2025-06-01,category,pom hl,7,any,40,0.00%
2025-06-01,category,pom hl,7,same,40,0.00%
2025-06-01,category,pom hl,8,any,40,0.00%
2025-06-01,category,pom hl,8,same,40,0.00%
2025-06-01,category,pom hl,9,any,40,0.00%
2025-06-01,category,pom hl,9,same,40,0.00%
2025-06-01,category,pom hl,10,any,40,0.00%
2025-06-01,category,pom hl,10,same,40,0.00%
2025-06-01,category,pom hl,11,any,40,0.00%
2025-06-01,category,pom hl,11,same,40,0.00%
2025-06-01,category,pom hl,12,any,40,0.00%
2025-06-01,category,pom hl,12,same,40,0.00%
2025-07-01,category,pom hl,0,any,61,100.00%
2025-07-01,category,pom hl,0,same,61,100.00%
2025-07-01,category,pom hl,1,any,61,9.84%
2025-07-01,category,pom hl,1,same,61,9.84%
2025-07-01,category,pom hl,2,any,61,0.00%
2025-07-01,category,pom hl,2,same,61,0.00%
2025-07-01,category,pom hl,3,any,61,0.00%
2025-07-01,category,pom hl,3,same,61,0.00%
2025-07-01,category,pom hl,4,any,61,0.00%
2025-07-01,category,pom hl,4,same,61,0.00%
2025-07-01,category,pom hl,5,any,61,0.00%
2025-07-01,category,pom hl,5,same,61,0.00%
2025-07-01,category,pom hl,6,any,61,0.00%
2025-07-01,category,pom hl,6,same,61,0.00%
2025-07-01,category,pom hl,7,any,61,0.00%
2025-07-01,category,pom hl,7,same,61,0.00%
2025-07-01,category,pom hl,8,any,61,0.00%
2025-07-01,category,pom hl,8,same,61,0.00%
2025-07-01,category,pom hl,9,any,61,0.00%
2025-07-01,category,pom hl,9,same,61,0.00%
2025-07-01,category,pom hl,10,any,61,0.00%
2025-07-01,category,pom hl,10,same,61,0.00%
2025-07-01,category,pom hl,11,any,61,0.00%
2025-07-01,category,pom hl,11,same,61,0.00%
2025-07-01,category,pom hl,12,any,61,0.00%
2025-07-01,category,pom hl,12,same,61,0.00%
2025-08-01,category,pom hl,0,any,23,100.00%
2025-08-01,category,pom hl,0,same,23,100.00%
2025-08-01,category,pom hl,1,any,23,0.00%
2025-08-01,category,pom hl,1,same,23,0.00%
2025-08-01,category,pom hl,2,any,23,0.00%
2025-08-01,category,pom hl,2,same,23,0.00%
2025-08-01,category,pom hl,3,any,23,0.00%
2025-08-01,category,pom hl,3,same,23,0.00%
2025-08-01,category,pom hl,4,any,23,0.00%
2025-08-01,category,pom hl,4,same,23,0.00%
2025-08-01,category,pom hl,5,any,23,0.00%
2025-08-01,category,pom hl,5,same,23,0.00%
2025-08-01,category,pom hl,6,any,23,0.00%
2025-08-01,category,pom hl,6,same,23,0.00%
2025-08-01,category,pom hl,7,any,23,0.00%
2025-08-01,category,pom hl,7,same,23,0.00%
2025-08-01,category,pom hl,8,any,23,0.00%
2025-08-01,category,pom hl,8,same,23,0.00%
2025-08-01,category,pom hl,9,any,23,0.00%
2025-08-01,category,pom hl,9,same,23,0.00%
2025-08-01,category,pom hl,10,any,23,0.00%
2025-08-01,category,pom hl,10,same,23,0.00%
2025-08-01,category,pom hl,11,any,23,0.00%
2025-08-01,category,pom hl,11,same,23,0.00%
2025-08-01,category,pom hl,12,any,23,0.00%
2025-08-01,category,pom hl,12,same,23,0.00%
2024-11-01,category,pom sh,0,any,1,100.00%
2024-11-01,category,pom sh,0,same,1,100.00%
2024-11-01,category,pom sh,1,any,1,0.00%
2024-11-01,category,pom sh,1,same,1,0.00%
2024-11-01,category,pom sh,2,any,1,0.00%
2024-11-01,category,pom sh,2,same,1,0.00%
2024-11-01,category,pom sh,3,any,1,0.00%
2024-11-01,category,pom sh,3,same,1,0.00%
2024-11-01,category,pom sh,4,any,1,0.00%
2024-11-01,category,pom sh,4,same,1,0.00%
2024-11-01,category,pom sh,5,any,1,0.00%
2024-11-01,category,pom sh,5,same,1,0.00%
2024-11-01,category,pom sh,6,any,1,0.00%
2024-11-01,category,pom sh,6,same,1,0.00%
2024-11-01,category,pom sh,7,any,1,0.00%
2024-11-01,category,pom sh,7,same,1,0.00%
2024-11-01,category,pom sh,8,any,1,0.00%
2024-11-01,category,pom sh,8,same,1,0.00%
2024-11-01,category,pom sh,9,any,1,0.00%
2024-11-01,category,pom sh,9,same,1,0.00%
2024-11-01,category,pom sh,10,any,1,0.00%
2024-11-01,category,pom sh,10,same,1,0.00%
2024-11-01,category,pom sh,11,any,1,0.00%
2024-11-01,category,pom sh,11,same,1,0.00%
2024-11-01,category,pom sh,12,any,1,0.00%
2024-11-01,category,pom sh,12,same,1,0.00%
2024-12-01,category,pom sh,0,any,5,100.00%
2024-12-01,category,pom sh,0,same,5,100.00%
2024-12-01,category,pom sh,1,any,5,40.00%
2024-12-01,category,pom sh,1,same,5,20.00%
2024-12-01,category,pom sh,2,any,5,40.00%
2024-12-01,category,pom sh,2,same,5,20.00%
2024-12-01,category,pom sh,3,any,5,20.00%
2024-12-01,category,pom sh,3,same,5,20.00%
2024-12-01,category,pom sh,4,any,5,40.00%
2024-12-01,category,pom sh,4,same,5,20.00%
2024-12-01,category,pom sh,5,any,5,20.00%
2024-12-01,category,pom sh,5,same,5,0.00%
2024-12-01,category,pom sh,6,any,5,0.00%
2024-12-01,category,pom sh,6,same,5,0.00%
2024-12-01,category,pom sh,7,any,5,0.00%
2024-12-01,category,pom sh,7,same,5,0.00%
2024-12-01,category,pom sh,8,any,5,0.00%
2024-12-01,category,pom sh,8,same,5,0.00%
2024-12-01,category,pom sh,9,any,5,0.00%
2024-12-01,category,pom sh,9,same,5,0.00%
2024-12-01,category,pom sh,10,any,5,0.00%
2024-12-01,category,pom sh,10,same,5,0.00%
2024-12-01,category,pom sh,11,any,5,0.00%
2024-12-01,category,pom sh,11,same,5,0.00%
2024-12-01,category,pom sh,12,any,5,0.00%
2024-12-01,category,pom sh,12,same,5,0.00%
2025-01-01,category,pom sh,0,any,11,100.00%
2025-01-01,category,pom sh,0,same,11,100.00%
2025-01-01,category,pom sh,1,any,11,18.18%
2025-01-01,category,pom sh,1,same,11,18.18%
2025-01-01,category,pom sh,2,any,11,9.09%
2025-01-01,category,pom sh,2,same,11,9.09%
2025-01-01,category,pom sh,3,any,11,18.18%
2025-01-01,category,pom sh,3,same,11,18.18%
2025-01-01,category,pom sh,4,any,11,9.09%
2025-01-01,category,pom sh,4,same,11,9.09%
2025-01-01,category,pom sh,5,any,11,18.18%
2025-01-01,category,pom sh,5,same,11,9.09%
2025-01-01,category,pom sh,6,any,11,0.00%
2025-01-01,category,pom sh,6,same,11,0.00%
2025-01-01,category,pom sh,7,any,11,0.00%
2025-01-01,category,pom sh,7,same,11,0.00%
2025-01-01,category,pom sh,8,any,11,0.00%
2025-01-01,category,pom sh,8,same,11,0.00%
2025-01-01,category,pom sh,9,any,11,0.00%
2025-01-01,category,pom sh,9,same,11,0.00%
2025-01-01,category,pom sh,10,any,11,0.00%
2025-01-01,category,pom sh,10,same,11,0.00%
2025-01-01,category,pom sh,11,any,11,0.00%
2025-01-01,category,pom sh,11,same,11,0.00%
2025-01-01,category,pom sh,12,any,11,0.00%
2025-01-01,category,pom sh,12,same,11,0.00%
2025-02-01,category,pom sh,0,any,4,100.00%
2025-02-01,category,pom sh,0,same,4,100.00%
2025-02-01,category,pom sh,1,any,4,25.00%
2025-02-01,category,pom sh,1,same,4,25.00%
2025-02-01,category,pom sh,2,any,4,25.00%
2025-02-01,category,pom sh,2,same,4,25.00%
2025-02-01,category,pom sh,3,any,4,25.00%
2025-02-01,category,pom sh,3,same,4,25.00%
2025-02-01,category,pom sh,4,any,4,25.00%
2025-02-01,category,pom sh,4,same,4,0.00%
2025-02-01,category,pom sh,5,any,4,50.00%
2025-02-01,category,pom sh,5,same,4,50.00%
2025-02-01,category,pom sh,6,any,4,0.00%
2025-02-01,category,pom sh,6,same,4,0.00%
2025-02-01,category,pom sh,7,any,4,0.00%
2025-02-01,category,pom sh,7,same,4,0.00%
2025-02-01,category,pom sh,8,any,4,0.00%
2025-02-01,category,pom sh,8,same,4,0.00%
2025-02-01,category,pom sh,9,any,4,0.00%
2025-02-01,category,pom sh,9,same,4,0.00%
2025-02-01,category,pom sh,10,any,4,0.00%
2025-02-01,category,pom sh,10,same,4,0.00%
2025-02-01,category,pom sh,11,any,4,0.00%
2025-02-01,category,pom sh,11,same,4,0.00%
2025-02-01,category,pom sh,12,any,4,0.00%
2025-02-01,category,pom sh,12,same,4,0.00%
2025-03-01,category,pom sh,0,any,6,100.00%
2025-03-01,category,pom sh,0,same,6,100.00%
2025-03-01,category,pom sh,1,any,6,50.00%
2025-03-01,category,pom sh,1,same,6,50.00%
2025-03-01,category,pom sh,2,any,6,16.67%
2025-03-01,category,pom sh,2,same,6,16.67%
2025-03-01,category,pom sh,3,any,6,33.33%
2025-03-01,category,pom sh,3,same,6,33.33%
2025-03-01,category,pom sh,4,any,6,16.67%
2025-03-01,category,pom sh,4,same,6,16.67%
2025-03-01,category,pom sh,5,any,6,16.67%
2025-03-01,category,pom sh,5,same,6,16.67%
2025-03-01,category,pom sh,6,any,6,0.00%
2025-03-01,category,pom sh,6,same,6,0.00%
2025-03-01,category,pom sh,7,any,6,0.00%
2025-03-01,category,pom sh,7,same,6,0.00%
2025-03-01,category,pom sh,8,any,6,0.00%
2025-03-01,category,pom sh,8,same,6,0.00%
2025-03-01,category,pom sh,9,any,6,0.00%
2025-03-01,category,pom sh,9,same,6,0.00%
2025-03-01,category,pom sh,10,any,6,0.00%
2025-03-01,category,pom sh,10,same,6,0.00%
2025-03-01,category,pom sh,11,any,6,0.00%
2025-03-01,category,pom sh,11,same,6,0.00%
2025-03-01,category,pom sh,12,any,6,0.00%
2025-03-01,category,pom sh,12,same,6,0.00%
2025-04-01,category,pom sh,0,any,4,100.00%
2025-04-01,category,pom sh,0,same,4,100.00%
2025-04-01,category,pom sh,1,any,4,0.00%
2025-04-01,category,pom sh,1,same,4,0.00%
2025-04-01,category,pom sh,2,any,4,25.00%
2025-04-01,category,pom sh,2,same,4,25.00%
2025-04-01,category,pom sh,3,any,4,0.00%
2025-04-01,category,pom sh,3,same,4,0.00%
2025-04-01,category,pom sh,4,any,4,0.00%
2025-04-01,category,pom sh,4,same,4,0.00%
2025-04-01,category,pom sh,5,any,4,0.00%
2025-04-01,category,pom sh,5,same,4,0.00%
2025-04-01,category,pom sh,6,any,4,0.00%
2025-04-01,category,pom sh,6,same,4,0.00%
2025-04-01,category,pom sh,7,any,4,0.00%
2025-04-01,category,pom sh,7,same,4,0.00%
2025-04-01,category,pom sh,8,any,4,0.00%
2025-04-01,category,pom sh,8,same,4,0.00%
2025-04-01,category,pom sh,9,any,4,0.00%
2025-04-01,category,pom sh,9,same,4,0.00%
2025-04-01,category,pom sh,10,any,4,0.00%
2025-04-01,category,pom sh,10,same,4,0.00%
2025-04-01,category,pom sh,11,any,4,0.00%
2025-04-01,category,pom sh,11,same,4,0.00%
2025-04-01,category,pom sh,12,any,4,0.00%
2025-04-01,category,pom sh,12,same,4,0.00%
2025-05-01,category,pom sh,0,any,1,100.00%
2025-05-01,category,pom sh,0,same,1,100.00%
2025-05-01,category,pom sh,1,any,1,0.00%
2025-05-01,category,pom sh,1,same,1,0.00%
2025-05-01,category,pom sh,2,any,1,100.00%
2025-05-01,category,pom sh,2,same,1,0.00%
2025-05-01,category,pom sh,3,any,1,0.00%
2025-05-01,category,pom sh,3,same,1,0.00%
2025-05-01,category,pom sh,4,any,1,0.00%
2025-05-01,category,pom sh,4,same,1,0.00%
2025-05-01,category,pom sh,5,any,1,0.00%
2025-05-01,category,pom sh,5,same,1,0.00%
2025-05-01,category,pom sh,6,any,1,0.00%
2025-05-01,category,pom sh,6,same,1,0.00%
2025-05-01,category,pom sh,7,any,1,0.00%
2025-05-01,category,pom sh,7,same,1,0.00%
2025-05-01,category,pom sh,8,any,1,0.00%
2025-05-01,category,pom sh,8,same,1,0.00%
2025-05-01,category,pom sh,9,any,1,0.00%
2025-05-01,category,pom sh,9,same,1,0.00%
2025-05-01,category,pom sh,10,any,1,0.00%
2025-05-01,category,pom sh,10,same,1,0.00%
2025-05-01,category,pom sh,11,any,1,0.00%
2025-05-01,category,pom sh,11,same,1,0.00%
2025-05-01,category,pom sh,12,any,1,0.00%
2025-05-01,category,pom sh,12,same,1,0.00%
2025-07-01,category,pom sh,0,any,3,100.00%
2025-07-01,category,pom sh,0,same,3,100.00%
2025-07-01,category,pom sh,1,any,3,0.00%
2025-07-01,category,pom sh,1,same,3,0.00%
2025-07-01,category,pom sh,2,any,3,0.00%
2025-07-01,category,pom sh,2,same,3,0.00%
2025-07-01,category,pom sh,3,any,3,0.00%
2025-07-01,category,pom sh,3,same,3,0.00%
2025-07-01,category,pom sh,4,any,3,0.00%
2025-07-01,category,pom sh,4,same,3,0.00%
2025-07-01,category,pom sh,5,any,3,0.00%
2025-07-01,category,pom sh,5,same,3,0.00%
2025-07-01,category,pom sh,6,any,3,0.00%
2025-07-01,category,pom sh,6,same,3,0.00%
2025-07-01,category,pom sh,7,any,3,0.00%
2025-07-01,category,pom sh,7,same,3,0.00%
2025-07-01,category,pom sh,8,any,3,0.00%
2025-07-01,category,pom sh,8,same,3,0.00%
2025-07-01,category,pom sh,9,any,3,0.00%
2025-07-01,category,pom sh,9,same,3,0.00%
2025-07-01,category,pom sh,10,any,3,0.00%
2025-07-01,category,pom sh,10,same,3,0.00%
2025-07-01,category,pom sh,11,any,3,0.00%
2025-07-01,category,pom sh,11,same,3,0.00%
2025-07-01,category,pom sh,12,any,3,0.00%
2025-07-01,category,pom sh,12,same,3,0.00%
2025-08-01,category,pom sh,0,any,2,100.00%
2025-08-01,category,pom sh,0,same,2,100.00%
2025-08-01,category,pom sh,1,any,2,0.00%
2025-08-01,category,pom sh,1,same,2,0.00%
2025-08-01,category,pom sh,2,any,2,0.00%
2025-08-01,category,pom sh,2,same,2,0.00%
2025-08-01,category,pom sh,3,any,2,0.00%
2025-08-01,category,pom sh,3,same,2,0.00%
2025-08-01,category,pom sh,4,any,2,0.00%
2025-08-01,category,pom sh,4,same,2,0.00%
2025-08-01,category,pom sh,5,any,2,0.00%
2025-08-01,category,pom sh,5,same,2,0.00%
2025-08-01,category,pom sh,6,any,2,0.00%
2025-08-01,category,pom sh,6,same,2,0.00%
2025-08-01,category,pom sh,7,any,2,0.00%
2025-08-01,category,pom sh,7,same,2,0.00%
2025-08-01,category,pom sh,8,any,2,0.00%
2025-08-01,category,pom sh,8,same,2,0.00%
2025-08-01,category,pom sh,9,any,2,0.00%
2025-08-01,category,pom sh,9,same,2,0.00%
2025-08-01,category,pom sh,10,any,2,0.00%
2025-08-01,category,pom sh,10,same,2,0.00%
2025-08-01,category,pom sh,11,any,2,0.00%
2025-08-01,category,pom sh,11,same,2,0.00%
2025-08-01,category,pom sh,12,any,2,0.00%
2025-08-01,category,pom sh,12,same,2,0.00%
2024-10-01,overall,ALL,0,any,3,100.00%
2024-10-01,overall,ALL,1,any,3,66.67%
2024-10-01,overall,ALL,2,any,3,66.67%
2024-10-01,overall,ALL,3,any,3,66.67%
2024-10-01,overall,ALL,4,any,3,33.33%
2024-10-01,overall,ALL,5,any,3,0.00%
2024-10-01,overall,ALL,6,any,3,0.00%
2024-10-01,overall,ALL,7,any,3,33.33%
2024-10-01,overall,ALL,8,any,3,33.33%
2024-10-01,overall,ALL,9,any,3,33.33%
2024-10-01,overall,ALL,10,any,3,0.00%
2024-10-01,overall,ALL,11,any,3,0.00%
2024-10-01,overall,ALL,12,any,3,0.00%
2024-11-01,overall,ALL,0,any,5,100.00%
2024-11-01,overall,ALL,1,any,5,40.00%
2024-11-01,overall,ALL,2,any,5,20.00%
2024-11-01,overall,ALL,3,any,5,20.00%
2024-11-01,overall,ALL,4,any,5,20.00%
2024-11-01,overall,ALL,5,any,5,20.00%
2024-11-01,overall,ALL,6,any,5,20.00%
2024-11-01,overall,ALL,7,any,5,20.00%
2024-11-01,overall,ALL,8,any,5,20.00%
2024-11-01,overall,ALL,9,any,5,0.00%
2024-11-01,overall,ALL,10,any,5,0.00%
2024-11-01,overall,ALL,11,any,5,0.00%
2024-11-01,overall,ALL,12,any,5,0.00%
2024-12-01,overall,ALL,0,any,19,100.00%
2024-12-01,overall,ALL,1,any,19,63.16%
2024-12-01,overall,ALL,2,any,19,63.16%
2024-12-01,overall,ALL,3,any,19,57.89%
2024-12-01,overall,ALL,4,any,19,63.16%
2024-12-01,overall,ALL,5,any,19,52.63%
2024-12-01,overall,ALL,6,any,19,36.84%
2024-12-01,overall,ALL,7,any,19,26.32%
2024-12-01,overall,ALL,8,any,19,15.79%
2024-12-01,overall,ALL,9,any,19,0.00%
2024-12-01,overall,ALL,10,any,19,0.00%
2024-12-01,overall,ALL,11,any,19,0.00%
2024-12-01,overall,ALL,12,any,19,0.00%
2025-01-01,overall,ALL,0,any,20,100.00%
2025-01-01,overall,ALL,1,any,20,30.00%
2025-01-01,overall,ALL,2,any,20,30.00%
2025-01-01,overall,ALL,3,any,20,15.00%
2025-01-01,overall,ALL,4,any,20,10.00%
2025-01-01,overall,ALL,5,any,20,15.00%
2025-01-01,overall,ALL,6,any,20,5.00%
2025-01-01,overall,ALL,7,any,20,10.00%
2025-01-01,overall,ALL,8,any,20,0.00%
2025-01-01,overall,ALL,9,any,20,0.00%
2025-01-01,overall,ALL,10,any,20,0.00%
2025-01-01,overall,ALL,11,any,20,0.00%
2025-01-01,overall,ALL,12,any,20,0.00%
2025-02-01,overall,ALL,0,any,15,100.00%
2025-02-01,overall,ALL,1,any,15,73.33%
2025-02-01,overall,ALL,2,any,15,60.00%
2025-02-01,overall,ALL,3,any,15,46.67%
2025-02-01,overall,ALL,4,any,15,46.67%
2025-02-01,overall,ALL,5,any,15,53.33%
2025-02-01,overall,ALL,6,any,15,6.67%
2025-02-01,overall,ALL,7,any,15,0.00%
2025-02-01,overall,ALL,8,any,15,0.00%
2025-02-01,overall,ALL,9,any,15,0.00%
2025-02-01,overall,ALL,10,any,15,0.00%
2025-02-01,overall,ALL,11,any,15,0.00%
2025-02-01,overall,ALL,12,any,15,0.00%
2025-03-01,overall,ALL,0,any,60,100.00%
2025-03-01,overall,ALL,1,any,60,55.00%
2025-03-01,overall,ALL,2,any,60,46.67%
2025-03-01,overall,ALL,3,any,60,43.33%
2025-03-01,overall,ALL,4,any,60,41.67%
2025-03-01,overall,ALL,5,any,60,11.67%
2025-03-01,overall,ALL,6,any,60,0.00%
2025-03-01,overall,ALL,7,any,60,0.00%
2025-03-01,overall,ALL,8,any,60,0.00%
2025-03-01,overall,ALL,9,any,60,0.00%
2025-03-01,overall,ALL,10,any,60,0.00%
2025-03-01,overall,ALL,11,any,60,0.00%
2025-03-01,overall,ALL,12,any,60,0.00%
2025-04-01,overall,ALL,0,any,77,100.00%
2025-04-01,overall,ALL,1,any,77,40.26%
2025-04-01,overall,ALL,2,any,77,45.45%
2025-04-01,overall,ALL,3,any,77,53.25%
2025-04-01,overall,ALL,4,any,77,12.99%
2025-04-01,overall,ALL,5,any,77,0.00%
2025-04-01,overall,ALL,6,any,77,0.00%
2025-04-01,overall,ALL,7,any,77,0.00%
2025-04-01,overall,ALL,8,any,77,0.00%
2025-04-01,overall,ALL,9,any,77,0.00%
2025-04-01,overall,ALL,10,any,77,0.00%
2025-04-01,overall,ALL,11,any,77,0.00%
2025-04-01,overall,ALL,12,any,77,0.00%
2025-05-01,overall,ALL,0,any,47,100.00%
2025-05-01,overall,ALL,1,any,47,59.57%
2025-05-01,overall,ALL,2,any,47,59.57%
2025-05-01,overall,ALL,3,any,47,19.15%
2025-05-01,overall,ALL,4,any,47,0.00%
2025-05-01,overall,ALL,5,any,47,0.00%
2025-05-01,overall,ALL,6,any,47,0.00%
2025-05-01,overall,ALL,7,any,47,0.00%
2025-05-01,overall,ALL,8,any,47,0.00%
2025-05-01,overall,ALL,9,any,47,0.00%
2025-05-01,overall,ALL,10,any,47,0.00%
2025-05-01,overall,ALL,11,any,47,0.00%
2025-05-01,overall,ALL,12,any,47,0.00%
2025-06-01,overall,ALL,0,any,44,100.00%
2025-06-01,overall,ALL,1,any,44,54.55%
2025-06-01,overall,ALL,2,any,44,11.36%
2025-06-01,overall,ALL,3,any,44,0.00%
2025-06-01,overall,ALL,4,any,44,0.00%
2025-06-01,overall,ALL,5,any,44,0.00%
2025-06-01,overall,ALL,6,any,44,0.00%
2025-06-01,overall,ALL,7,any,44,0.00%
2025-06-01,overall,ALL,8,any,44,0.00%
2025-06-01,overall,ALL,9,any,44,0.00%
2025-06-01,overall,ALL,10,any,44,0.00%
2025-06-01,overall,ALL,11,any,44,0.00%
2025-06-01,overall,ALL,12,any,44,0.00%
2025-07-01,overall,ALL,0,any,70,100.00%
2025-07-01,overall,ALL,1,any,70,8.57%
2025-07-01,overall,ALL,2,any,70,0.00%
2025-07-01,overall,ALL,3,any,70,0.00%
2025-07-01,overall,ALL,4,any,70,0.00%
2025-07-01,overall,ALL,5,any,70,0.00%
2025-07-01,overall,ALL,6,any,70,0.00%
2025-07-01,overall,ALL,7,any,70,0.00%
2025-07-01,overall,ALL,8,any,70,0.00%
2025-07-01,overall,ALL,9,any,70,0.00%
2025-07-01,overall,ALL,10,any,70,0.00%
2025-07-01,overall,ALL,11,any,70,0.00%
2025-07-01,overall,ALL,12,any,70,0.00%
2025-08-01,overall,ALL,0,any,25,100.00%
2025-08-01,overall,ALL,1,any,25,0.00%
2025-08-01,overall,ALL,2,any,25,0.00%
2025-08-01,overall,ALL,3,any,25,0.00%
2025-08-01,overall,ALL,4,any,25,0.00%
2025-08-01,overall,ALL,5,any,25,0.00%
2025-08-01,overall,ALL,6,any,25,0.00%
2025-08-01,overall,ALL,7,any,25,0.00%
2025-08-01,overall,ALL,8,any,25,0.00%
2025-08-01,overall,ALL,9,any,25,0.00%
2025-08-01,overall,ALL,10,any,25,0.00%
2025-08-01,overall,ALL,11,any,25,0.00%
2025-08-01,overall,ALL,12,any,25,0.00%
2025-01-01,sku,advanced routine,0,any,1,100.00%
2025-01-01,sku,advanced routine,0,same,1,100.00%
2025-01-01,sku,advanced routine,1,any,1,0.00%
2025-01-01,sku,advanced routine,1,same,1,0.00%
2025-01-01,sku,advanced routine,2,any,1,0.00%
2025-01-01,sku,advanced routine,2,same,1,0.00%
2025-01-01,sku,advanced routine,3,any,1,0.00%
2025-01-01,sku,advanced routine,3,same,1,0.00%
2025-01-01,sku,advanced routine,4,any,1,0.00%
2025-01-01,sku,advanced routine,4,same,1,0.00%
2025-01-01,sku,advanced routine,5,any,1,0.00%
2025-01-01,sku,advanced routine,5,same,1,0.00%
2025-01-01,sku,advanced routine,6,any,1,0.00%
2025-01-01,sku,advanced routine,6,same,1,0.00%
2025-01-01,sku,advanced routine,7,any,1,0.00%
2025-01-01,sku,advanced routine,7,same,1,0.00%
2025-01-01,sku,advanced routine,8,any,1,0.00%
2025-01-01,sku,advanced routine,8,same,1,0.00%
2025-01-01,sku,advanced routine,9,any,1,0.00%
2025-01-01,sku,advanced routine,9,same,1,0.00%
2025-01-01,sku,advanced routine,10,any,1,0.00%
2025-01-01,sku,advanced routine,10,same,1,0.00%
2025-01-01,sku,advanced routine,11,any,1,0.00%
2025-01-01,sku,advanced routine,11,same,1,0.00%
2025-01-01,sku,advanced routine,12,any,1,0.00%
2025-01-01,sku,advanced routine,12,same,1,0.00%
2025-03-01,sku,advanced routine,0,any,3,100.00%
2025-03-01,sku,advanced routine,0,same,3,100.00%
2025-03-01,sku,advanced routine,1,any,3,66.67%
2025-03-01,sku,advanced routine,1,same,3,33.33%
2025-03-01,sku,advanced routine,2,any,3,66.67%
2025-03-01,sku,advanced routine,2,same,3,0.00%
2025-03-01,sku,advanced routine,3,any,3,33.33%
2025-03-01,sku,advanced routine,3,same,3,0.00%
2025-03-01,sku,advanced routine,4,any,3,0.00%
2025-03-01,sku,advanced routine,4,same,3,0.00%
2025-03-01,sku,advanced routine,5,any,3,0.00%
2025-03-01,sku,advanced routine,5,same,3,0.00%
2025-03-01,sku,advanced routine,6,any,3,0.00%
2025-03-01,sku,advanced routine,6,same,3,0.00%
2025-03-01,sku,advanced routine,7,any,3,0.00%
2025-03-01,sku,advanced routine,7,same,3,0.00%
2025-03-01,sku,advanced routine,8,any,3,0.00%
2025-03-01,sku,advanced routine,8,same,3,0.00%
2025-03-01,sku,advanced routine,9,any,3,0.00%
2025-03-01,sku,advanced routine,9,same,3,0.00%
2025-03-01,sku,advanced routine,10,any,3,0.00%
2025-03-01,sku,advanced routine,10,same,3,0.00%
2025-03-01,sku,advanced routine,11,any,3,0.00%
2025-03-01,sku,advanced routine,11,same,3,0.00%
2025-03-01,sku,advanced routine,12,any,3,0.00%
2025-03-01,sku,advanced routine,12,same,3,0.00%
2025-04-01,sku,advanced routine,0,any,1,100.00%
2025-04-01,sku,advanced routine,0,same,1,100.00%
2025-04-01,sku,advanced routine,1,any,1,0.00%
2025-04-01,sku,advanced routine,1,same,1,0.00%
2025-04-01,sku,advanced routine,2,any,1,100.00%
2025-04-01,sku,advanced routine,2,same,1,0.00%
2025-04-01,sku,advanced routine,3,any,1,100.00%
2025-04-01,sku,advanced routine,3,same,1,0.00%
2025-04-01,sku,advanced routine,4,any,1,0.00%
2025-04-01,sku,advanced routine,4,same,1,0.00%
2025-04-01,sku,advanced routine,5,any,1,0.00%
2025-04-01,sku,advanced routine,5,same,1,0.00%
2025-04-01,sku,advanced routine,6,any,1,0.00%
2025-04-01,sku,advanced routine,6,same,1,0.00%
2025-04-01,sku,advanced routine,7,any,1,0.00%
2025-04-01,sku,advanced routine,7,same,1,0.00%
2025-04-01,sku,advanced routine,8,any,1,0.00%
2025-04-01,sku,advanced routine,8,same,1,0.00%
2025-04-01,sku,advanced routine,9,any,1,0.00%
2025-04-01,sku,advanced routine,9,same,1,0.00%
2025-04-01,sku,advanced routine,10,any,1,0.00%
2025-04-01,sku,advanced routine,10,same,1,0.00%
2025-04-01,sku,advanced routine,11,any,1,0.00%
2025-04-01,sku,advanced routine,11,same,1,0.00%
2025-04-01,sku,advanced routine,12,any,1,0.00%
2025-04-01,sku,advanced routine,12,same,1,0.00%
2025-06-01,sku,advanced routine,0,any,1,100.00%
2025-06-01,sku,advanced routine,0,same,1,100.00%
2025-06-01,sku,advanced routine,1,any,1,100.00%
2025-06-01,sku,advanced routine,1,same,1,0.00%
2025-06-01,sku,advanced routine,2,any,1,100.00%
2025-06-01,sku,advanced routine,2,same,1,0.00%
2025-06-01,sku,advanced routine,3,any,1,0.00%
2025-06-01,sku,advanced routine,3,same,1,0.00%
2025-06-01,sku,advanced routine,4,any,1,0.00%
2025-06-01,sku,advanced routine,4,same,1,0.00%
2025-06-01,sku,advanced routine,5,any,1,0.00%
2025-06-01,sku,advanced routine,5,same,1,0.00%
2025-06-01,sku,advanced routine,6,any,1,0.00%
2025-06-01,sku,advanced routine,6,same,1,0.00%
2025-06-01,sku,advanced routine,7,any,1,0.00%
2025-06-01,sku,advanced routine,7,same,1,0.00%
2025-06-01,sku,advanced routine,8,any,1,0.00%
2025-06-01,sku,advanced routine,8,same,1,0.00%
2025-06-01,sku,advanced routine,9,any,1,0.00%
2025-06-01,sku,advanced routine,9,same,1,0.00%
2025-06-01,sku,advanced routine,10,any,1,0.00%
2025-06-01,sku,advanced routine,10,same,1,0.00%
2025-06-01,sku,advanced routine,11,any,1,0.00%
2025-06-01,sku,advanced routine,11,same,1,0.00%
2025-06-01,sku,advanced routine,12,any,1,0.00%
